fid,name_id,name,status,feat_id,feat_type,nzgb_ref,land_district,crd_projection,crd_north,crd_east,crd_datum,crd_latitude,crd_longitude,info_ref,info_origin,info_description,info_note,feat_note,maori_name,cpa_legislation,conservancy,doc_cons_unit_no,doc_gaz_ref,treaty_legislation,geom_type,accuracy,gebco,region,scufn,height,ant_pn_ref,ant_pgaz_ref,scar_id,scar_rec_by,accuracy_rating,desc_code,rev_gaz_ref,rev_treaty_legislation
"18992","6469",Tūrangi,Official Assigned,"16435",Town,1949 (22) p.858,Wellington,NZTM,5680742.8,1843344.1,NZGD2000,-38.988512,175.809555,"Min 2, 126/48; File 22/3031; Linzone ID: A3495892; A3572612","Turangi was the locally accepted name for the Township of Taupahi near Tokaanu. The Post Office name was Turangi, which was a well established Māori name in the locality. Taupahi was a coined name suggested by Elsdon Best in 1924. Replaces former official name of Taupahi",Township situated in Block XI Puketi Survey District. Feature shown on: NZTopo50-BH35 433807,,,Yes,,,,,,POINT,,,,,,,,,,,,,
"19005","22359",Haumoana,Official Approved,"107325",Town,2019-ln2814,Hawke's Bay,NZTM,5608026.4,1939261.3,NZGD2000,-39.610322,176.951525,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 V21 Edition 1 1981 Limited Revision 1996; NZTopo50-BK39 393080",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"19019","22745",Hikurangi,Official Approved,"107711",Town,2019-ln2814,North Auckland,NZTM,6059573.6,1716585.5,NZGD2000,-35.600721,174.287068,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 Q06 Pt R06 Edition 1 1988; NZTopo50-AW30 166596",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19024","24100",Kaikohe,Official Approved,"109066",Town,2019-ln2814,North Auckland,NZTM,6081571.1,1672798.7,NZGD2000,-35.40659,173.801757,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 P05 Edition 1 1984; NZTopo50-AW28 728816",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19049","24730",Katikati,Official Approved,"109696",Town,2019-ln2814,South Auckland,NZTM,5839915.1,1857770.2,NZGD2000,-37.551748,175.917968,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 T13 Edition 1 1980 Limited Revision 1987; NZTopo50-BC36 578399",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19055","24831",Kawakawa,Official Approved,"109797",Town,2019-ln2814,North Auckland,NZTM,6083924.7,1696973.9,NZGD2000,-35.38331,174.067691,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 P05 Edition 1 1984; NZTopo50-AW29 970839",,,Yes,,,,,,POINT,,,,,,,,,,"1",POPL,,
"19063","24972",Kerikeri,Official Approved,"109938",Town,2019-ln2814,North Auckland,NZTM,6101276.9,1686939.4,NZGD2000,-35.227794,173.955384,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 P05 Edition 1 1984; NZTopo50-AV29 869013",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19066","25022",Kihikihi,Official Approved,"109988",Town,2019-ln2814,South Auckland,NZTM,5787384.3,1805838.5,NZGD2000,-38.037888,175.345521,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 S15 Edition 1 1980; NZTopo50-BE34 058874",,,Yes,,,,,,POINT,,,,,,,,,,"6",POPL,,
"19069","25673",Kumeū,Official Approved,"110642",Town,2019-ln2814,North Auckland,NZTM,5928719.9,1739129.7,NZGD2000,-36.777107,174.559081,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 Q10 Edition 2 1995; NZTopo50-BA31 391287",,,Yes,,,,,,POINT,,,,,,,,,,"6",POPL,,
"19108","29121",Matamata,Official Approved,"114093",Town,2019-ln2814,South Auckland,NZTM,5811528.9,1844152.9,NZGD2000,-37.811012,175.773495,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 T14 Edition 1 1979 reprinted 1995; NZTopo50-BD35 442115",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19109","29183",Matatā,Official Approved,"114155",Town,2019-ln2814,South Auckland,NZTM,5799704.1,1930474.8,NZGD2000,-37.89022,176.757801,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 V15 Edition 1 1988 Reprinted 1994; NZTopo50-BE39 305997",,,Yes,,,,,,POINT,,,,,,,,,,"5",LOC,,
"19111","30055",Moerewa,Official Approved,"115028",Town,2019-ln2814,North Auckland,NZTM,6083583.2,1692519.1,NZGD2000,-35.386812,174.018689,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 P05 Edition 1 1984; NZTopo50-AW29 925836",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19128","31382",Mount Maunganui,Official Approved,"116358",Town,2019-ln2814,South Auckland,NZTM,5828967.1,1881303.8,NZGD2000,-37.643394,176.188213,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 U14 Edition 1 1980; NZTopo50-BD37 813290",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"19162","33913",Ōpōtiki,Official Approved,"118893",Town,2019-ln2814,Gisborne,NZTM,5784770,1976444.2,NZGD2000,-38.006615,177.287061,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 W13 W14 W15 Edition 1 1988 Reprinted 1994; NZTopo50-BE41 764848",,,Yes,,,,,,POINT,,,,,,,,,,"6",POPL,,
"19163","33971",Ōpunake,Official Approved,"118951",Town,2019-ln2814,Taranaki,NZTM,5632442.8,1673932.1,NZGD2000,-39.454409,173.859318,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 P20; NZTopo50-BJ28 739324",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19170","34306",Ōtaki Beach,Official Approved,"119287",Town,2019-ln2814,Wellington,NZTM,5487935.3,1778798.4,NZGD2000,-40.740113,175.117615,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 S25 Pt R25; NZTopo50-BN32 788879",,,Yes,,,,,,POINT,,,,,,,,,,"5",LOC,,
"19184","34906",Paekākāriki,Official Approved,"119887",Town,2019-ln2814,Wellington,NZTM,5461282,1764418.4,NZGD2000,-40.983077,174.954445,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 R26 Pt R25 Edition 2 1993;   Reprinted 1996; NZTopo50-BP32 644613",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"19188","34936",Paeroa,Official Approved,"119917",Town,2019-ln2814,South Auckland,NZTM,5859262.2,1836774,NZGD2000,-37.383183,175.674321,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 T13 Edition 1 1980 Limited Revision 1987; NZTopo50-BC35 368593",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19191","35015",Paihia,Official Approved,"119996",Town,2019-ln2814,North Auckland,NZTM,6094997.6,1699311,NZGD2000,-35.283254,174.092075,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 P05 Edition 1 1984; NZTopo50-AV29 993950",,,Yes,,,,,,POINT,,,,,,,,,,"6",POPL,,
"19201","35400",Parakai,Official Approved,"120381",Town,2019-ln2814,North Auckland,NZTM,5941839,1728040.9,NZGD2000,-36.660441,174.43266,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 Q10 Edition 2 1995; NZTopo50-BA30 280418",,,Yes,,,,,,POINT,,,,,,,,,,"1",LOC,,
"19202","35448",Paraparaumu,Official Approved,"120429",Town,2019-ln2814,Wellington,NZTM,5469693,1769063.1,NZGD2000,-40.906406,175.00733,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 R26 Pt R25 Edition 2 1993; Reprinted 1996; NZTopo50-BP32 691697",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"19203","35449",Paraparaumu Beach,Official Approved,"120430",Town,2019-ln2814,Wellington,NZTM,5471764.5,1767074.4,NZGD2000,-40.888164,174.983173,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 R26 Pt R25 Edition 2 1993; Reprinted 1996; NZTopo50-BP32 671718",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"19206","36420",Pōkeno,Official Approved,"121402",Town,2019-ln2814,North Auckland,NZTM,5876217.4,1778969.9,NZGD2000,-37.243407,175.017776,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 Q12 R12 Edition 2 1995; NZTopo50-BB32 790762",,,Yes,,,,,,POINT,,,,,,,,,,"5",LOC,,
"19207","36542",Porirua,Official Approved,"121524",City,2019-ln2814,Wellington,NZTM,5444523.6,1754234.7,NZGD2000,-41.13595,174.837649,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 R27 R28 Pt Q27 Edition 3 1996; NZTopo50-BP31 542445",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"19227","37042",Pukekohe,Official Approved,"122024",Town,2019-ln2814,North Auckland,NZTM,5880903,1768994.5,NZGD2000,-37.203057,174.904307,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 Q12 R12 Edition 2 1995; NZTopo50-BB32 690809",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19242","37545",Putāruru,Official Approved,"122528",Town,2019-ln2814,South Auckland,NZTM,5784685.4,1843964,NZGD2000,-38.052718,175.780445,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 T15 Edition 1 1980; NZTopo50-BE35 440847",,,Yes,,,,,,POINT,,,,,,,,,,"6",POPL,,
"19244","37705",Raetihi,Official Approved,"122688",Town,2019-ln2814,Wellington,NZTM,5633417,1796128.8,NZGD2000,-39.426482,175.278608,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 S20 Edition 2 1996; NZTopo50-BJ33 961334",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19264","38867",Rotorua,Official Approved,"123850",City,2019-ln2814,South Auckland,NZTM,5773925.8,1885051.5,NZGD2000,-38.137534,176.252365,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 U16 Edition 1 1982; NZTopo50-BE37 851739",,,Yes,,,,,,POINT,,,,,,,,,,"6",TOWN,,
"19278","41824",Taumarunui,Official Approved,"126809",Town,2019-ln2814,"South Auckland, Taranaki, Wellington",NZTM,5693762.9,1795929.5,NZGD2000,-38.88317,175.258845,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 S18 Edition 1 1987; NZTopo50-BH33 959938",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19279","41913",Taupō,Official Approved,"126898",Town,2019-ln2814,South Auckland,NZTM,5713564.5,1867118.7,NZGD2000,-38.686234,176.070963,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 U18 Edition 1 1987 Reprinted 1987; NZTopo50-BG36 671136",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19282","41932",Tauranga,Official Approved,"126917",City,2019-ln2814,South Auckland,NZTM,5825110.9,1879329.2,NZGD2000,-37.678701,176.167341,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 U14 Edition 1 1980; NZTopo50-BD37 793251",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19294","42243",Te Aroha,Official Approved,"127228",Town,2019-ln2814,South Auckland,NZTM,5841607.9,1839513.3,NZGD2000,-37.541432,175.710966,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 T13 Edition 1 1980 Limited Revision 1987; NZTopo50-BC35 395416",,,Yes,,,,,,POINT,,,,,,,,,,"6",POPL,,
"19298","42282",Te Awamutu,Official Approved,"127267",Town,2019-ln2814,South Auckland,NZTM,5790496.3,1803993,NZGD2000,-38.01028,175.323622,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 S15 Edition 1 1980; NZTopo50-BE33 040905",,,Yes,,,,,,POINT,,,,,,,,,,"6",POPL,,
"19299","42283",Te Awanga,Official Approved,"127268",Town,2019-ln2814,Hawke's Bay,NZTM,5605308.2,1941698.8,NZGD2000,-39.633787,176.981254,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 W21; NZTopo50-BK39 417053",,,Yes,,,,,,POINT,,,,,,,,,,"5",LOC,,
"19316","42942",Te Puke,Official Approved,"127927",Town,2019-ln2814,South Auckland,NZTM,5812834.7,1892316.5,NZGD2000,-37.785119,176.319316,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 U14 Edition 1 1980; NZTopo50-BD37 923128",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19331","44373",Tokoroa,Official Approved,"129358",Town,2019-ln2814,South Auckland,NZTM,5765538.7,1850912.9,NZGD2000,-38.223166,175.86629,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 T16 Edition 1 1983; NZTopo50-BF35 509655",,,Yes,,,,,,POINT,,,,,,,,,,"6",TOWN,,
"19334","44714",Tuakau,Official Approved,"129699",Town,2019-ln2814,North Auckland,NZTM,5874672.9,1772488.3,NZGD2000,-37.258545,174.945097,"Linzone ID: fA325625; A3495892; A3572612",,"Feature shown on: NZMS260 Q12 R12 Edition 2 1995; NZTopo50-BB32 725747","Meaning of Tuakau ""sterile or waste land"" Sourced from Infomap 346-01 Te Ika a Māui Edition 1 1995",,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19350","46202",Waimauku,Official Approved,"131187",Town,2019-ln2814,North Auckland,NZTM,5929683.3,1733164.7,NZGD2000,-36.769283,174.492091,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 Q10 Edition 2 1995; NZTopo50-BA31 332297",,,Yes,,,,,,POINT,,,,,,,,,,"1",LOC,,
"19351","46328",Wainuiomata,Official Approved,"131313",Town,2019-ln2814,Wellington,NZTM,5430443.5,1762960.3,NZGD2000,-41.261005,174.945306,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 R27 R28 Pt Q27 Edition 3 1996; NZTopo50-BQ32 630304",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"19352","46475",Waiouru,Official Approved,"131460",Town,2019-ln2814,Wellington,NZTM,5627810.1,1830208,NZGD2000,-39.468523,175.676095,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 T21 Edition 1 1982; NZTopo50-BJ35 302278",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19353","46713",Waipukurau,Official Approved,"131698",Town,2019-ln2814,Hawke's Bay,NZTM,5566601.6,1903416.9,NZGD2000,-39.996293,176.553976,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 V23 Edition 1 1985; NZTopo50-BL38 034666",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19358","47082",Waitara,Official Approved,"132067",Town,2019-ln2814,Taranaki,NZTM,5682837.1,1706622.7,NZGD2000,-38.996984,174.231254,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 Q19 Edition 1 1988; NZTopo50-BH29 066828",,,Yes,,,,,,POINT,,,,,,,,,,"1",POPL,,
"19364","47954",Whakatāne,Official Approved,"132941",Town,2019-ln2814,South Auckland,NZTM,5790646.8,1950062.6,NZGD2000,-37.96434,176.984451,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 W13 W14 W15 Edition 1 1988 Reprinted 1994; NZTopo50-BE40 501906",,,Yes,,,,,,POINT,,,,,,,,,,"6",TOWN,,
"19366","48085",Whangamatā,Official Approved,"133072",Town,2019-ln2814,South Auckland,NZTM,5878001.6,1855005.6,NZGD2000,-37.209645,175.873585,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 T12 Edition 3 1991 Limited Revision 1996; NZTopo50-BB36 550780",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"19372","48143",Whangārei,Official Approved,"133130",City,2019-ln2814,North Auckland,NZTM,6045780.8,1719345.3,NZGD2000,-35.724721,174.319573,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 Q07 Pt R07 Edition 1 1988; NZTopo50-AX30 193458",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19389","50881",Taupahi,Unofficial Replaced,"16435",Town,,Wellington,NZTM,5680742.8,1843344.1,NZGD2000,-38.988512,175.809555,,Replaced by Turangi 31/03/1949 22:858,Township situated in Block XI Puketi Survey District. Feature shown on: NZTopo50-BH35 433807,,,Yes,,,,,,POINT,,,,,,,,,,,,1949 (22) p.858,
"19397","56145",Raumati Beach,Official Approved,"137871",Town,2019-ln2814,Wellington,NZTM,5468374.5,1766831.8,NZGD2000,-40.918734,174.981207,"Linzone ID: fA325625; A3495892; A3572612",,"Feature shown on: NZMS 271 Paraparaumu 1985; NZTopo50-BP32 668684",,,Yes,,,,,,POINT,,,,,,,,,,,,,
"19403","57216",Te Whai-taranui-a-Whare-Matangi-ki-te-kimi-i-tana-matua-a-Ngarue,Unofficial Collected,"132067",Town,,Taranaki,NZTM,5682837.1,1706622.7,NZGD2000,-38.996984,174.231254,LinZone reference: A1776619,"The name recalls a story of reconciliation between a son, Whare Matangi, and his father, Ngarue
","Feature shown on: NZMS260 Q19 Edition 1 1988; NZTopo50-BH29 066828",,,Yes,,,,,,POINT,,,,,,,,,,,,,
"19404","57460",Mangawhai Heads,Official Approved,"138734",Town,2019-ln2814,North Auckland,NZTM,6003836.3,1743022.2,NZGD2000,-36.099595,174.588823,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS 260 Q08; NZTopo50-AY31 430038",,,Yes,,,,,,POINT,,,,,,,,,,,,,
"19610","33007",Ohakune,Unofficial Recorded,"117984",Town,,Wellington,NZTM,5634111.8,1806562.4,NZGD2000,-39.41779,175.399512,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 S20 Edition 2 1996; NZTopo50-BJ34 066341",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"19640","42642",Te Kuiti,Unofficial Recorded,"127627",Town,,South Auckland,NZTM,5754933.9,1789420.9,NZGD2000,-38.333725,175.167217,,,A town on State Highway 3 approximately 17km south of Ōtorohanga. NZTopo50-BF33 894549.,,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"20194","45237",Upper Hutt,Official Approved,"130222",Town,2019-ln5662,Wellington,NZTM,5445354.8,1773681.7,NZGD2000,-41.12454,175.06898,Linzone ID: A3808636,,"Feature shown on: NZMS260 R27 R28 Pt Q27 Edition 3 1996; NZTopo50-BP32 737454",,,No,,,,,,POINT,,,,,,,,,,"5",USAT,,
"22707","26940",Lower Hutt,Official Approved,"111912",City,2019-ln5662,Wellington,NZTM,5436322.9,1759809.3,NZGD2000,-41.208702,174.906174,"Linzone ID: A3808636
Lower Hutt City Council from ‘Valley & Bays’ by Alison Carey, 2008.  ","Named for William Hutt, New Zealand Company director.","Feature shown on: NZMS260 R27 R28 Pt Q27 Edition 3 1996; NZTopo50-BQ32 598363",,,No,,,,,,POINT,,,,,,,,,,"5",USAT,,
"33110","2440",Kawerau,Official Assigned,"12642",Town,1953 (67) p.1920,South Auckland,NZTM,5778314.4,1924699.9,NZGD2000,-38.084678,176.701929,"Min 2, 97/53, 111/54; Corres  XXVIII, XXIX, XXX, XXXVI pp 90-4, 130-7, 142; 124-8","The name covers a large area on the eastern side of Tarawera River. The name is a very ancient one, belonging to an era prior to the arrival in New Zealand of Māori. It was the name of an overseas Polynesian chief from whom the inhabitants of Kawerau, a section of the Tūwharetoa tribe of the Arawa claim their descent.",Township near the site of a pulp and paper mill. Rangitaiki Upper Survey District.,,,Yes,,,,,,POINT,,,,,,,,,,,,,
"33524","27527",Manaia,Official Approved,"112499",Town,2020-ln3118,Taranaki,NZTM,5621474.1,1696651,NZGD2000,-39.550974,174.124932,"Linzone ID: A3968704; A3955095",,"Feature shown on: NZMS260 P21 Edition 1 1983; NZTopo50-BK29 967215",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"33628","32480",Ngāruawāhia,Official Approved,"117456",Town,2019-ln2814,South Auckland,NZTM,5828804.3,1789351.7,NZGD2000,-37.668426,175.146932,"Linzone ID: A3495892; A3572612",,"Feature shown on: NZMS260 S14; NZTopo50-BD33 894288","A military settlement following the New Zealand Wars, and the surrounding Survey District were named Newcastle, however for the town the name did not endure.",,Yes,,,,,,POINT,,,,,,,,,,"6",POPL,,
"33759","38146",Raumati South,Official Approved,"123129",Town,2020-ln3108,Wellington,NZTM,5466434.9,1766463,NZGD2000,-40.936272,174.97735,Linzone ID: fA417315,,"Feature shown on: NZMS260 R26 Pt R25 Edition 2 1993; Reprinted 1996; NZTopo50-BP32 665664",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"33814","41189",Taihape,Official Approved,"126173",Town,2020-ln3118,Wellington,NZTM,5604296.5,1839853.8,NZGD2000,-39.677506,175.796599,"Linzone ID: A3968704; A3955095",,"Feature shown on: NZMS260 T21 Edition 1 1982; NZTopo50-BK35 399043",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"33952","45837",Waikanae,Official Approved,"130822",Town,2020-ln3108,Wellington,NZTM,5472923.8,1774087,NZGD2000,-40.876267,175.066038,Linzone ID: fA417315,,"Feature shown on: NZMS260 R26 Pt R25 Edition 2 1993; Reprinted 1996; NZTopo50-BP32 741729",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"33953","45838",Waikanae Beach,Official Approved,"130823",Town,2020-ln3108,Wellington,NZTM,5474156.8,1770772,NZGD2000,-40.865864,175.026382,Linzone ID: fA417315,,"Feature shown on: NZMS260 R26 Pt R25 Edition 2 1993; Reprinted 1996; NZTopo50-BP32 708742",,,Yes,,,,,,POINT,,,,,,,,,,"5",USAT,,
"34004","46890",Wairoa,Official Approved,"131875",Town,2020-ln3118,Hawke's Bay,NZTM,5669302.4,1982915.1,NZGD2000,-39.041449,177.423741,"Linzone ID: A3968704; A3955095",,"Feature shown on: NZMS260 X19 Edition 1 1990; NZTopo50-BH41 829693",,,Yes,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"34023","47275",Waiuku,Official Approved,"132260",Town,2020-ln3118,North Auckland,NZTM,5875968.7,1753182.7,NZGD2000,-37.250245,174.727223,"Linzone ID: A3968704; A3955095",,"Feature shown on: NZMS260 Q12 R12 Edition 2 1995; NZTopo50-BB31 532760",,,Yes,,,,,,POINT,,,,,,,,,,"5",POPL,,
"36525","35160",Palmerston,Unofficial Recorded,"120141",Town,,Otago,NZTM,4960800.6,1421466.8,NZGD2000,-45.483477,170.715486,,,Feature shown on: NZMS260 J42 Edition 2 1997,,,No,,,,,,POINT,,,,,,,,,,"5",POPL,,
"36556","21352",Gisborne,Unofficial Recorded,"106317",Town,,Gisborne,NZTM,5708767.8,2036789.9,NZGD2000,-38.661946,178.019023,,[See entry in the dictionary of New Zealnd Biography for William Gisborne](https://teara.govt.nz/en/biographies/2g11/gisborne-william),Feature shown on: NZMS260 Y18 Edition 1 1984,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"36561","47783",Westport,Unofficial Recorded,"132770",Town,,Nelson,NZTM,5376439.7,1483541,NZGD2000,-41.755337,171.599159,,,Feature shown on: NZMS260 K29 Edition 2 1994,,,No,,,,,,POINT,,,,,,,,,,"1",TOWN,,
"36782","1829",Haast,Official Assigned,"11995",Town,1987 (62) p.1964,Westland,NZTM,5133717.5,1281846.7,NZGD2000,-43.880989,169.039754,"Corres LII pp 6, 94, 96, 132, 133, 147, 167; File 11/31 f/63, f/92, f/100","The locality is named in honour of Sir Julius von Haast, a noteworthy explorer and geologist who, with Ferdinand Hochstetter, systematically described New Zealand's landforms.
[See entry in the dictionary of New Zealand Biography for Johann Franz Julius Von Haast](https://teara.govt.nz/en/biographies/1h1/haast-johann-franz-julius-von)",Name for a relocated township adjoining State Highway 6.,,,No,,,,,,POINT,,,,,,,,,,,,,
"36846","2703",Lake Ohau Alpine Village,Official Assigned,"12851",Town,1991 (32) p.687,Otago,NZTM,5093139.9,1348362.5,NZGD2000,-44.271463,169.846993,Corres LXIII pp 240-254,Named in association with Lake Ōhau.,Village on the southwest shore of Lake Ōhau.,,,Yes,,,,,,POINT,,,,,,,,,,,,,
"36969","16363",Bell Block,Unofficial Recorded,"101324",Town,,Taranaki,NZTM,5679504.5,1699586.2,NZGD2000,-39.027839,174.1505,,[See entry in the dictionary of New Zealand Biography for Francis Dillon Bell](https://teara.govt.nz/en/biographies/1b16/bell-francis-dillon),Feature shown on: NZMS260 P19 Edition 1 1984,,,No,,,,,,POINT,,,,,,,,,,"5",USAT,,
"36981","18071",Carterton,Official Approved,"103033",Town,2020-ln3108,Wellington,NZTM,5455472.1,1812595.5,NZGD2000,-41.024237,175.528655,Linzone ID: fA417315,[See entry in the dictionary of New Zealand Biography for Charles Rooking Carter](https://teara.govt.nz/en/biographies/1c8/carter-charles-rooking),"Feature shown on: NZMS260 S26 Edition 2 1993; Reprinted 1994; NZTopo50-BP34 126555",,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"36986","19320",Dargaville,Unofficial Recorded,"104284",Town,,North Auckland,NZTM,6022214.9,1678343.3,NZGD2000,-35.941289,173.868595,,[See entry in the dictionary of New Zealand Biography for Joseph McMullen Dargaville](https://teara.govt.nz/en/biographies/2d3/dargaville-joseph-mcmullen),Feature shown on: NZMS260 P07 Edition 1 1989 Reprinted 1994,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"37006","21901",Greymouth,Unofficial Recorded,"106867",Town,,Westland,NZTM,5298577.7,1452541,NZGD2000,-42.451111,171.206778,,[See entry in the dictionary of New Zealand Biography for George Grey](https://teara.govt.nz/en/biographies/1g21/grey-george),Feature shown on: NZMS260 J31,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"37030","26477",Levin,Unofficial Recorded,"111449",Town,,Wellington,NZTM,5500872,1793295.9,NZGD2000,-40.620385,175.285208,,[See entry in the dictionary of New Zealand Biography for William Hort Levin](https://teara.govt.nz/en/biographies/2l9/levin-william-hort),Feature shown on: NZMS260 S25 Pt R25,,,No,,,,,,POINT,,,,,,,,,,"5",TOWN,,
"37032","28963",Martinborough,Official Approved,"113935",Town,2019-ln5662,Wellington,NZTM,5434067.2,1806169.5,NZGD2000,-41.218527,175.459477,Linzone ID: A3808636,[See entry in the dictionary of New Zealand Biography for John Martin](https://teara.govt.nz/en/biographies/2m35/martin-john),"Feature shown on: NZMS260 S27 Edition 1 1980; NZTopo50-BQ34 062341",,,No,,,,,,POINT,,,,,,,,,,"5",POPL,,
"37674","6879",Wanganui,Official Assigned,"132411",City,2012 (148) p.4416,Wellington,NZTM,5577705.7,1773280.4,NZGD2000,-39.933041,175.027947,"Feature shown on: NZMS260 R22 Edition 1 1987.
GES-N15-07-09/114","Assigning alternative names: Whanganui or Wanganui for the same geographic feature, ie a city. The town/city takes its name from Whanganui River. The word ‘Whanganui’ is a compound word made of ‘whanga’ and ‘nui’. ‘Wanga’ is not a word in the Māori lexicon. Whanganui means the long wait and relates to traditional oral histories of (i) Kupe's people waiting for his return from a journey up the Whanganui River, or (ii) when the ancestor Hau (Te Ati Hau-nui-a-Paparangi) stood at the mouth of the river, waiting for the tide to change before he could cross safely.
During planning of the city (c.1850) the New Zealand Company proposed that it be named Petre (pronounced Peter).",Located at the mouth of Whanganui River.,,,Yes,,,,,,POINT,,,,,,,,,,,,,
